review_id,umkm_id,author,rating,date_relative,text
312e0e8cc7fada20,nasi_goreng_semalam_suntuk,Firmansyah Joseph Agus T.,5,setahun lalu,"Kaya Rasa dan Layak Disantap Setiap Suapan

Jika Anda menginginkan hidangan yang mengenyangkan dan kaya rasa, Nasi Goreng Semalam Suntuk wajib dicoba. Nasi goreng di sini kaya rasa, dengan keseimbangan bumbu dan kesegaran yang pas. Porsinya besar, dan Anda bisa merasakan semua hidangan diolah dengan penuh ketelitian. Suasananya nyaman dan sederhana, cocok untuk bersantap santai bersama teman atau keluarga. Stafnya ramah, menambah kehangatan suasana. Ini adalah salah satu tempat yang akan membuat Anda puas dan bahagia – sangat direkomendasikan untuk hidangan lezat dan praktis!"
d58a9c43f6e4c428,nasi_goreng_pemuda,Andreas Rubin,5,4 bulan lalu,Konsisten tapi harga juga makin mahal
57428d26ac84c77c,nasi_goreng_pandu,Rijalul halimi,5,3 tahun lalu,"Enak, murah porsi banyak"
2f24d072f6e293c6,nasi_goreng_surya,Arbie Samudra,3,setahun lalu,"Harga Nasi goreng pakai telur Rp. 20K
Rasanya standar"
fcd0b0c6c92ed663,nasi_goreng_pemuda,tora syahputra,5,9 bulan lalu,"Cepat,enak,mantap deh rekomen"
30b3911b75988c72,nasi_goreng_pandu,Fauza Indrawan Lubis,5,5 tahun lalu,Harga bersahabat
0ccb5793d9a94688,nasi_goreng_komdak,ferranda,5,setahun lalu,"nasi gorengnya bumbunya berasa, paling suka sama sate ayam maduranya.."
c38dfcab66d28542,nasi_goreng_pemuda,Zaki Studio,4,2 minggu lalu,Bagus
7f8108272298dcde,nasi_olengg,Aswita Wita,5,4 minggu lalu,pelayanany baguss
f8bda141bea35c68,nasi_goreng_wak_ribut,Mia Alrasheed,5,2 tahun lalu,"Nasi goreng harga elit, parkir sulit, porsi dikit, untung aja enak jadi hati ga tambah sakit.. Wak.. Wak.."
1b5678348cd178e3,naste,Sulina Salim,4,7 bulan lalu,"Rasa Nasi goreng nya BIASA aja. Rasa nasi goreng Kari kurang garem lagi alias kaya makan nasgor kari hambar gitu.
Yang buat beda cuma di Bumbu Semur nya.
Dan ada telur dadar keriting itu plus nya, tapi telur dadar keritingnya gk ad rasa juga.l terlalu berminyak. Mending pesan teur dadar biasa atau ceplok mata sapi,
Untuk pelayanan minuman lambat, selak tecekik orang udah mau habis makanan baru diantar minuman. Padahal karyawannya lumayan banyak ya"
ed106a6466488aed,nasi_goreng_wak_ribut,KLa Tin,5,setahun lalu,"Nasi goreng kampung dengan rasa yang sederhana tapi enak nya gak sederhana... Perpaduan telur dadar en semur ayam nya bikin nambah hehhe
Jangan dtg ke sini sore2 yaa..lbh baik menjelang malam krna agak lama buka nya"
d6b53bf5529534a3,nasi_goreng_pemuda,Gani Kurniawan,5,sebulan lalu,"Nasi Goreng Pemuda telah menjadi salah satu warung nasi goreng favorit di Medan sejak tahun 2000. Dikenal karena kemampuannya menyajikan hingga 100 porsi nasi goreng dalam sekali masak, warung ini selalu ramai dikunjungi pembeli. Dengan topping telur dan daging yang lezat, setiap porsi siap membuat para pengunjungnya ketagihan. Nasi Goreng Pemuda berlokasi di Jalan Pemuda Baru III, A U R, Kec. Medan Maimun, Kota Medan, buka setiap hari dari pukul 18.00 hingga 04.00, dengan harga mulai dari Rp 21 ribu."
335d64596e1efe32,nasi_olengg,Nurhidayah,5,3 minggu lalu,"pelayanan nya OKEEE BANGETTTT
kakak kakak nya ramahhh ramaahhh hehehe sukaaakkkk!!!! 💗
makanannya juga enakkkkk!!!"
2975d77e3bd870e1,nasi_goreng_surya,Fakhri Rian,5,2 tahun lalu,"Salah satu nasi goreng malam favorit saya di kota Medan,
Cita rasanya lebih kearah gurih, pedas jadi pembeda dengan nasi goreng lainnya.
Rasa  9/10 menurut lidah saya, namun tempat parkirnya sangat terbatas. Mungkin lebih cocok takeaway"
