umkm_id,author,rating,date_relative,text
nasi_goreng_semalam_suntuk,Febri Cross,5,22 jam lalu,Mantap lah
nasi_goreng_semalam_suntuk,Akim Purba,4,5 hari lalu,Enak
nasi_goreng_semalam_suntuk,Vivi Tan,4,2 minggu lalu,
nasi_goreng_semalam_suntuk,Aslam Zulhelmi,4,3 minggu lalu,"Nasgornya enak, tempatnya luas. Cocok buat makan sama keluarga"
nasi_goreng_semalam_suntuk,Fauzan Arif,5,3 minggu lalu,
nasi_goreng_semalam_suntuk,siska gacor,5,4 minggu lalu,Good bagus enak polll
nasi_goreng_semalam_suntuk,Lia Anggara,4,4 minggu lalu,
nasi_goreng_semalam_suntuk,Aulia Rahman,5,4 minggu lalu,
nasi_goreng_semalam_suntuk,Tina Pratiwi,2,4 minggu lalu,"pelayanan tidak baik..pesan nasi goreng seafood sampai 1 jam belum datang, di konfirmasi pegawainya bingung2 ternyata temannya salah input..dan alasan ke kita katanya seafoodnya habis.."
nasi_goreng_semalam_suntuk,Paulus Sitorus,5,sebulan lalu,
nasi_goreng_semalam_suntuk,Sasti Aliska,5,sebulan lalu,
nasi_goreng_semalam_suntuk,Asep palefy,5,sebulan lalu,"Nasi gorengnya enak, tempat nyaman dan bersih gak terlalu bising"
nasi_goreng_semalam_suntuk,Evan Ananta,4,sebulan lalu,"Resepnya beneran nasgor padang, tapi andai berasnya juga beras badarai. Andai ada colokan untuk fasilitas yang makan sambil ngecas."
nasi_goreng_semalam_suntuk,Jhon,5,sebulan lalu,
nasi_goreng_semalam_suntuk,Husni Kosim,3,sebulan lalu,
nasi_goreng_semalam_suntuk,Chandra Wang,5,sebulan lalu,Terbaik
nasi_goreng_semalam_suntuk,Joni Indrawan,5,2 bulan lalu,
nasi_goreng_semalam_suntuk,Sltg Mhardi,4,2 bulan lalu,"Makanan lumayan enak
Harga terjangkau"
nasi_goreng_semalam_suntuk,Uswa Harahap,3,2 bulan lalu,"Ak kurang sukaaa, nasi goreng nya basah gitu, bukan tipe yg kering. Bumbu nya terlalu beraat dan krn nasi goreng nya basah jd agak eneg, dan agak mahal sih menurutku."
nasi_goreng_semalam_suntuk,rianto,1,2 bulan lalu,"Beli nasi padangnya seperti beli nasi kucing, dikit sekali
Rendangnya juga kecil sekali
Rasanya juga kurang nendang
Beli bungkus pulang juga kena PPN
Gak rekomendasi beli disini"
nasi_goreng_semalam_suntuk,Wahyu Sugeng Imam Soeparno,5,2 bulan lalu,
nasi_goreng_semalam_suntuk,Little Boss,4,2 bulan lalu,"Makanan lumayan, layanan harus lebih diperhatikan lagi, Krn saya mesan makanan tapi sangat lama."
nasi_goreng_semalam_suntuk,Gideon Budiharjo,5,Diedit 2 bulan lalu,
nasi_goreng_semalam_suntuk,Fang Regen,2,2 bulan lalu,Tak cocok di lidah serasa agak asin makanannya
nasi_goreng_semalam_suntuk,Lylia,4,3 bulan lalu,Waktu kecil kakak aku sering kali bawain nasgor nya
nasi_goreng_semalam_suntuk,Esmeralda Wangsa,5,3 bulan lalu,"Nasi goreng Padang ini memiliki cita rasa yang otentik dan kuat. Jujur, ini nasi goreng Padang terbaik yang pernah saya makan. Sangat direkomendasikan! Nasi goreng Padang daging sapi dengan telur goreng harganya 27.500, dan benar-benar sepadan dengan harganya."
nasi_goreng_semalam_suntuk,Eric Yudha Vitya,5,3 bulan lalu,
nasi_goreng_semalam_suntuk,Yaki Saragi,3,3 bulan lalu,"Nasi goreng nya biasa aja gk ada spesial2 nya, gk wort it untuk harga segitu
Porsi sedikit rasa biasa aja
Gk recom, dan gk akan balik lagi"
nasi_goreng_semalam_suntuk,noor asyhikin abd razak,5,3 bulan lalu,"Nasi goreng mereka enak... Tapi hanya nasi goreng biasa... Tidak ada yang istimewa.
Mungkin jika saya masih remaja atau berusia awal 20-an dan ingin makan malam yang mengenyangkan... saya akan datang ke sini dan makan... Tapi karena saya turis yang mencari sesuatu yang unik, tempat ini bisa dilewati saja."
nasi_goreng_semalam_suntuk,Maerko,5,3 bulan lalu,Nasi goreng terenak di kota ini. High recommended
nasi_goreng_semalam_suntuk,Effendy,4,Diedit 3 bulan lalu,Rasa bisa beda²
nasi_goreng_semalam_suntuk,O Zhafran,5,4 bulan lalu,Pelayanan ramah. Rumah makannya bersih. Suasana enak. Makanannya mantap pokoknya.
nasi_goreng_semalam_suntuk,Roma Rezeki,5,4 bulan lalu,
nasi_goreng_semalam_suntuk,Antung Nur'Ain,5,4 bulan lalu,
nasi_goreng_semalam_suntuk,Hermansyah Ketua,5,4 bulan lalu,
nasi_goreng_semalam_suntuk,Taqim Aji Sudaryatno,3,4 bulan lalu,"dagingnya imut"""
nasi_goreng_semalam_suntuk,ANDIKA HADI,4,Diedit 4 bulan lalu,Nasi goreng Semalam suntuk khas kota Medan...citarasa nasgor khas kota Medan yg lezat...harga standard rumah makan..bersih dan nyaman..cocok untuk mkn malam bersama rekan atau keluarga
nasi_goreng_semalam_suntuk,Jerry Johanes,5,4 bulan lalu,
nasi_goreng_semalam_suntuk,Syawaluddin Irwan Lubis,1,4 bulan lalu,Jualan Nasi Goreng Mana lagi selain disini yang makan ditempat dikasih nasi goreng setengah dingin Telurnya pun dingin?? Gak masuk akal jualan nasi goreng kaya gini.
