umkm_id,author,rating,date_relative,text
nasi_olengg,yunda wawa,5,12 jam lalu,
nasi_olengg,Nadra Lubis,5,14 jam lalu,
nasi_olengg,Ardiansyah,5,14 jam lalu,Patut diacungkan jempol
nasi_olengg,Rara Jalajala,5,14 jam lalu,"Sangat baik, soal makanan harus lebih diupdate lagi."
nasi_olengg,Hazra Banu,5,14 jam lalu,"Makanan tidak diragukan lagu, enak banget"
nasi_olengg,Liu Xiang Xiang,5,2 hari lalu,Makannya oke laa
nasi_olengg,Mila,5,2 hari lalu,Makannya ena suasannya seruu
nasi_olengg,Syah Ariga,5,seminggu lalu,
nasi_olengg,zaliha yalok,5,seminggu lalu,makanan enak
nasi_olengg,Youngbride Indonesia,5,seminggu lalu,
nasi_olengg,layla hazaja,5,seminggu lalu,sangat baik untuk pelayanan
nasi_olengg,ibrahim ramsa,5,seminggu lalu,"pelayanan baik, dan soal rasa enak buanget"
nasi_olengg,Deni Kurniawan,5,seminggu lalu,Keren
nasi_olengg,Cantika,5,seminggu lalu,makanan nya enak tempat nya cantik good lah pkoknya terimakasih KK Amel 🤗 …
nasi_olengg,Fadilah Annisa,5,seminggu lalu,
nasi_olengg,nabila dwii,5,seminggu lalu,
nasi_olengg,Nuriindahsartika Sartika,5,seminggu lalu,Pelayanan ny ramah
nasi_olengg,Tasya,5,seminggu lalu,
nasi_olengg,Mhd alfarizi R nst,4,seminggu lalu,"over all okey, tapi kerupuknya amem hehe"
nasi_olengg,Raffly Pratama,5,seminggu lalu,
nasi_olengg,Steven Willie,5,seminggu lalu,Masakannya sangat enakk
nasi_olengg,Fanny Novita,5,2 minggu lalu,
nasi_olengg,Zabran Abrari,5,2 minggu lalu,
nasi_olengg,Nadhilah Syahdina,5,2 minggu lalu,
nasi_olengg,20-087 Yohanna Monalisa,5,2 minggu lalu,
nasi_olengg,Sri juniarti Panggabean,5,2 minggu lalu,
nasi_olengg,Mr. Munthe,5,2 minggu lalu,Tempat yang bagus…
nasi_olengg,Friska Ayuandini,5,2 minggu lalu,enak
nasi_olengg,farisa queen,5,2 minggu lalu,
nasi_olengg,Christian Manatap,5,2 minggu lalu,"Makanan nya enak, pelayanan nya ramah"
nasi_olengg,Nelva Arista,5,2 minggu lalu,Makanan nya enak enak dan pelayanannya ramah
nasi_olengg,mer ry,5,2 minggu lalu,bgus banget tempatny makannya okela
nasi_olengg,Muhammad Taufiqurrahman,5,2 minggu lalu,Pelayanan yang baik. Dari makanan dan suasana juga sangat rekomendasi
nasi_olengg,handuk guccibeww,5,2 minggu lalu,
nasi_olengg,hendra,5,2 minggu lalu,
nasi_olengg,M. Khairul Fattah,5,2 minggu lalu,
nasi_olengg,Ria Andrian,5,3 minggu lalu,Makan nya enak tempag juga bagus
nasi_olengg,muhammad alwi,5,3 minggu lalu,
nasi_olengg,polytron72,5,3 minggu lalu,
